datetime,storage,elevation,outflow,inflow,precip,evap,tocs
03/07/02,643.23,433.27,1815,12886,1.1,34,590.5
03/08/02,655.561,434.61,3969,10186,0.27,34,590.5
03/09/02,660.003,435.09,3958,6197,0,34,590.5
03/10/02,663.353,435.45,3997,5686,0.51,34,590.5
03/11/02,666.704,435.81,4041,5730,0.15,34,610.7
03/12/02,667.914,435.94,3896,4506,0,34,610.7
03/13/02,668.1,435.96,4070,4164,0,34,610.7
03/14/02,669.878,436.15,3634,4530,0,34,610.7
03/15/02,672.409,436.42,3636,4912,0,34,610.7
03/16/02,673.533,436.54,3250,3817,0.19,34,610.7
03/17/02,674.002,436.59,3069,3305,0,34,610.7
03/18/02,674.002,436.59,3089,3089,0.03,34,637.1
03/19/02,674.471,436.64,3256,3492,0,34,637.1
03/20/02,675.127,436.71,3238,3569,0,0,637.1
03/21/02,675.97,436.8,3130,3583,0,28,637.1
03/22/02,678.506,437.07,3146,4497,0,72,637.1
03/23/02,684.547,437.71,2728,5783,0.62,9,637.1
03/24/02,691.181,438.41,3407,6761,0.4,9,637.1
03/25/02,697.076,439.03,2988,5992,0,32,653.7
03/26/02,701.096,439.45,2586,4613,0,0,653.7
03/27/02,705.499,439.91,2544,4796,0,32,653.7
03/28/02,711.659,440.55,2719,5918,0,93,653.7
03/29/02,715.899,440.99,2507,4700,0,55,653.7
03/30/02,719.292,441.34,2893,4688,0,84,653.7
03/31/02,720.553,441.47,3100,3852,0,116,674.3
04/01/02,723.753,441.8,3068,4797,0,116,674.3
04/02/02,727.839,442.22,3383,5508,0,65,674.3
04/03/02,734.084,442.86,3158,6381,0,75,674.3
04/04/02,739.673,443.43,3461,6338,0,59,674.3
04/05/02,746.95,444.17,3448,7173,0,56,674.3
04/06/02,749.619,444.44,3516,4892,0,30,674.3
04/07/02,751.2,444.6,3658,4580,0,125,674.3
04/08/02,753.868,444.87,3913,5330,0,72,695.3
04/09/02,757.739,445.26,4090,6134,0,92,695.3
04/10/02,759.728,445.46,4198,5211,0,10,695.3
04/11/02,762.313,445.72,4241,5594,0,50,695.3
04/12/02,763.01,445.79,4147,4554,0,56,695.3
04/13/02,764.203,445.91,4024,4754,0,129,695.3
04/14/02,765.198,446.01,4238,5051,0,311,695.3
04/15/02,769.503,446.44,4246,6416,0.02,0,719.2
04/16/02,772.306,446.72,4078,5491,0,0,719.2
04/17/02,772.206,446.71,4184,4134,0,0,719.2
04/18/02,771.505,446.64,4131,3778,0.4,0,719.2
04/19/02,770.204,446.51,4147,3491,0,0,719.2
04/20/02,767.601,446.25,4138,2909,0,83,719.2
04/21/02,764.104,445.9,4259,2552,0,56,719.2
04/22/02,761.12,445.6,4201,2763,0,66,752
04/23/02,762.015,445.69,3786,4293,0,56,752
04/24/02,762.811,445.77,3650,4117,0,66,752
04/25/02,763.01,445.79,3750,3916,0,66,752
04/26/02,762.612,445.75,3789,3674,0,86,752
04/27/02,762.612,445.75,3685,3685,0,0,752
04/28/02,761.518,445.64,3822,3306,0,36,752
04/29/02,759.429,445.43,3800,2806,0.02,59,791.4
04/30/02,759.131,445.4,3697,3573,0.02,26,791.4
05/01/02,760.822,445.57,3332,4218,0,33,791.4
05/02/02,762.214,445.71,3216,3978,0,60,791.4
05/03/02,761.916,445.68,3211,3121,0,60,791.4
05/04/02,761.12,445.6,3001,2663,0,63,791.4
05/05/02,761.816,445.67,3316,3723,0,56,791.4
05/06/02,764.501,445.94,2873,4320,0,93,830.8
05/07/02,767.601,446.25,2797,4426,0,66,830.8
05/08/02,770.204,446.51,2875,4320,0,133,830.8
05/09/02,772.006,446.69,3132,4160,0,120,830.8
05/10/02,774.208,446.91,2827,4084,0,147,830.8
05/11/02,773.808,446.87,2977,2908,0,133,830.8
05/12/02,772.306,446.72,3033,2366,0,90,830.8
05/13/02,771.705,446.66,3299,2996,0,0,772.306
05/14/02,773.207,446.81,3011,3821,0,53,772.306
05/15/02,775.512,447.04,2766,3971,0,43,772.306
05/16/02,777.326,447.22,3152,4144,0,77,772.306
05/17/02,779.744,447.46,3055,4394,0,120,772.306
05/18/02,781.054,447.59,2951,3721,0,110,772.306
05/19/02,781.861,447.67,3066,3553,0,80,772.306
05/20/02,785.693,448.05,2918,4894,0.72,44,909.5
05/21/02,791.17,448.59,2880,5641,0.48,0,909.5
05/22/02,794.314,448.9,2815,4400,0.59,0,909.5
05/23/02,797.369,449.2,2767,4472,0,165,909.5
05/24/02,800.738,449.53,2747,4612,0,166,909.5
05/25/02,804.821,449.93,2232,4500,0,210,909.5
05/26/02,807.281,450.17,2293,3604,0,71,909.5
05/27/02,808.513,450.29,2874,3566,0,71,909.5
05/28/02,811.8,450.61,2504,4246,0,85,808.513
05/29/02,814.573,450.88,2581,4146,0,167,808.513
05/30/02,819.318,451.34,2265,4920,0,200,808.513
05/31/02,822.211,451.62,2486,4058,0,113,808.513
06/01/02,823.657,451.76,2479,3451,0,243,808.513
06/02/02,825.414,451.93,2587,3624,0,151,808.513
06/03/02,826.449,452.03,2470,3140,0,148,977
06/04/02,828.008,452.18,2522,3363,0,55,977
06/05/02,830.917,452.46,2503,3970,0,0,977
06/06/02,832.58,452.62,2792,3757,0,127,977
06/07/02,834.658,452.82,2453,3625,0,124,977
06/08/02,834.347,452.79,2487,2461,0,131,977
06/09/02,832.476,452.61,2591,1775,0,127,977
06/10/02,832.58,452.62,2548,2714,0,114,977
06/11/02,831.853,452.55,2513,2277,0,131,977
06/12/02,832.06,452.57,2497,2842,0,241,977
06/13/02,830.709,452.44,3382,2928,0,227,977
06/14/02,829.151,452.29,3282,2555,0,58,977
06/15/02,826.137,452,3317,1948,0,151,977
06/16/02,822.314,451.63,3357,1629,0,199,977
06/17/02,817.665,451.18,3370,1207,0,181,977
06/18/02,813.546,450.78,3347,1403,0,133,977
06/19/02,809.746,450.41,3371,1455,0,0,977
06/20/02,806.049,450.05,3244,1614,0,234,977
06/21/02,802.167,449.67,3408,1546,0,95,977
06/22/02,797.88,449.25,3356,1300,0,105,977
06/23/02,793.502,448.82,3369,1307,0,145,977
06/24/02,789.344,448.41,3060,1082,0,118,977
06/25/02,785.592,448.04,3281,1547,0,158,977
06/26/02,782.465,447.73,3393,1980,0,164,977
06/27/02,778.334,447.32,3319,1453,0,217,977
06/28/02,773.707,446.86,3357,1280,0,256,977
06/29/02,769.403,446.43,3549,1535,0,156,977
06/30/02,766.5,446.14,2851,1546,0,159,977
07/01/02,764.302,445.92,2932,1976,0,152,977
07/02/02,762.115,445.7,2676,1709,0,136,977
07/03/02,758.932,445.38,2820,1367,0,152,977
07/04/02,755.352,445.02,2795,1141,0,151,977
07/05/02,751.2,444.6,3126,1210,0,177,977
07/06/02,746.258,444.1,3432,1048,0,108,977
07/07/02,741.637,443.63,3415,1176,0,91,977
07/08/02,736.727,443.13,3414,1030,0,91,977
07/09/02,732.62,442.71,3387,1459,0,143,977
07/10/02,728.522,442.29,3862,1951,0,155,977
07/11/02,722.88,441.71,4033,1363,0,174,977
07/12/02,717.256,441.13,3836,1146,0,145,977
07/13/02,711.467,440.53,3939,1174,0,154,977
07/14/02,705.02,439.86,3974,804,0,80,977
07/15/02,699.182,439.25,3935,1078,0,86,977
07/16/02,693.082,438.61,3845,871,0,101,977
07/17/02,687.379,438.01,3841,1061,0,95,977
07/18/02,682.093,437.45,3890,1329,0,104,977
07/19/02,677.189,436.93,3778,1403,0,97,977
07/20/02,672.315,436.41,3814,1469,0,112,977
07/21/02,667.169,435.86,3652,1222,0,164,977
07/22/02,661.119,435.21,3839,900,0,111,977
07/23/02,654.083,434.45,4499,1017,0,65,977
07/24/02,648.366,433.83,4393,1600,0,89,977
07/25/02,642.496,433.19,4348,1508,0,119,977
07/26/02,636.567,432.54,4151,1207,0,45,977
07/27/02,630.657,431.89,3991,1216,0,205,977
07/28/02,625.055,431.27,3822,1118,0,120,977
07/29/02,618.223,430.51,3849,501,0,96,977
07/30/02,613.205,429.95,3442,995,0,83,977
07/31/02,610.358,429.63,2861,1545,0,119,977
08/01/02,607.957,429.36,2642,1527,0,95,977
08/02/02,605.466,429.08,2837,1628,0,47,977
08/03/02,602.989,428.8,2772,1635,0,112,977
08/04/02,599.724,428.43,2594,980,0,32,977
08/05/02,596.018,428.01,2684,904,0,88,977
08/06/02,593.217,427.69,2692,1347,0,67,977
08/07/02,590.417,427.37,2297,978,0,93,977
08/08/02,587.617,427.05,2289,1055,0,178,977
08/09/02,585.617,426.82,2298,1467,0,177,977
08/10/02,583.447,426.57,2316,1329,0,107,977
08/11/02,581.277,426.32,2307,1326,0,113,977
08/12/02,579.455,426.11,2271,1468,0,116,977
08/13/02,577.811,425.92,2278,1547,0,98,977
08/14/02,575.746,425.68,2248,1308,0,101,977
08/15/02,573.336,425.4,2281,1216,0,150,977
08/16/02,571.098,425.14,2347,1317,0,98,977
08/17/02,568.528,424.84,2253,1040,0,83,977
08/18/02,565.882,424.53,2319,994,0,9,977
08/19/02,562.64,424.15,2335,955,0,254,977
08/20/02,559.838,423.82,2246,893,0,60,977
08/21/02,557.554,423.55,2098,1018,0,71,977
08/22/02,555.44,423.3,2104,1114,0,76,977
08/23/02,553.58,423.08,1967,1151,0,122,977
08/24/02,551.813,422.87,1870,1069,0,90,977
08/25/02,550.473,422.71,1744,1172,0,104,977
08/26/02,548.461,422.47,1707,769,0,76,977
08/27/02,547.539,422.36,1660,1310,0,115,977
08/28/02,547.707,422.38,1734,1977,0,158,977
08/29/02,547.623,422.37,1685,1815,0,172,977
08/30/02,547.455,422.35,1843,1930,0,172,977
08/31/02,546.701,422.26,2228,1960,0,112,977
09/01/02,545.612,422.13,1701,1292,0,140,977
09/02/02,545.695,422.14,1661,1815,0,112,977
09/03/02,545.192,422.08,1828,1759,0,185,977
09/04/02,544.024,421.94,1756,1360,0,193,977
09/05/02,543.442,421.87,1808,1664,0,149,977
09/06/02,544.19,421.96,2186,2689,0,126,977
09/07/02,543.775,421.91,1784,1645,0,70,977
09/08/02,542.612,421.77,1786,1256,0,56,977
09/09/02,540.203,421.48,1833,772,0,154,977
09/10/02,538.875,421.32,1773,1284,0,181,977
09/11/02,538.459,421.27,1792,1680,0,98,977
09/12/02,538.459,421.27,1768,1894,0,126,977
09/13/02,537.131,421.11,1924,1374,0,120,977
09/14/02,536.466,421.03,1787,1563,0,111,977
09/15/02,535.394,420.9,1822,1382,0,100,977
09/16/02,533.666,420.69,1749,878,0,0,977
09/17/02,532.431,420.54,1701,1206,0,128,977
09/18/02,530.785,420.34,1801,1115,0,144,977
09/19/02,529.798,420.22,1906,1607,0,199,977
09/20/02,528.975,420.12,1708,1442,0,149,977
09/21/02,527.253,419.91,1822,1175,0,221,977
09/22/02,525.133,419.65,1537,633,0,165,977
09/23/02,524.481,419.57,1255,1113,0,187,977
09/24/02,523.666,419.47,1767,1543,0,187,977
09/25/02,522.117,419.28,1821,1122,0,82,977
09/26/02,520.568,419.09,1809,1110,0,82,977
09/27/02,517.733,418.74,1820,462,0,71,977
09/28/02,514.987,418.4,1802,453,0,35,977
09/29/02,512.482,418.09,1577,352,0,38,977
09/30/02,509.754,417.75,1757,433,0,51,977
10/01/02,507.273,417.44,1746,533,0,38,977
10/02/02,504.952,417.15,1787,708,0,91,977
10/03/02,502.562,416.85,1797,659,0,67,977
10/04/02,500.579,416.6,1783,834,0,51,977
10/05/02,498.597,416.35,1805,865,0,59,977
10/06/02,496.932,416.14,1732,949,0,56,977
10/07/02,494.88,415.88,1838,830,0,27,977
10/08/02,494.016,415.77,1776,1404,0,64,977
10/09/02,493.466,415.7,1775,1554,0,56,977
10/10/02,492.288,415.55,1769,1225,0,50,977
10/11/02,490.481,415.32,1734,852,0,29,977
10/12/02,488.361,415.05,1813,786,0,42,977
10/13/02,486.023,414.75,1789,665,0,55,977
10/14/02,483.533,414.43,1795,605,0,65,977
10/15/02,482.444,414.29,1801,1296,0,44,977
10/16/02,480.577,414.05,1824,927,0,44,977
10/17/02,478.955,413.84,1794,1002,0,26,977
10/18/02,477.106,413.6,1777,874,0,29,977
10/19/02,474.255,413.23,2003,589,0,23,977
10/20/02,471.109,412.82,1773,215,0,28,977
10/21/02,468.744,412.51,1787,623,0,28,977
10/22/02,467.141,412.3,1790,1020,0,38,977
10/23/02,464.776,411.99,1743,605,0,54,977
10/24/02,463.719,411.85,1787,1297,0,43,977
10/25/02,463.643,411.84,1757,1732,0,13,977
10/26/02,462.359,411.67,1781,1165,0,31,977
10/27/02,460.47,411.42,1736,807,0,23,977
10/28/02,459.412,411.28,1802,1297,0,28,977
10/29/02,458.429,411.15,1652,1186,0,30,977
10/30/02,457.372,411.01,1680,1195,0,48,977
10/31/02,456.772,410.93,1653,1389,0,38,977
11/01/02,456.623,410.91,1728,1691,0,38,977
11/02/02,455.65,410.78,1590,1137,0,38,714.7
11/03/02,454.079,410.57,1670,913,0,35,714.7
11/04/02,453.705,410.52,1735,1564,0,18,698.3
11/05/02,452.508,410.36,1763,1195,0,35,698.3
11/06/02,451.012,410.16,1727,998,0,25,698.3
11/07/02,450.788,410.13,1721,1638,0.19,30,698.3
11/08/02,451.311,410.2,1672,1981,1.27,45,698.3
11/09/02,455.426,410.75,1622,3765,0.38,68,698.3
11/10/02,456.024,410.83,1597,1938,0.16,40,698.3
11/11/02,458.429,411.15,1553,2774,0.06,8,642.3
11/12/02,460.167,411.38,1555,2449,0,18,642.3
11/13/02,460.847,411.47,1577,1935,0,15,642.3
11/14/02,461.376,411.54,1621,1903,0,15,642.3
11/15/02,461.83,411.6,1810,2059,0,20,642.3
11/16/02,461.754,411.59,1752,1729,0,15,642.3
11/17/02,460.545,411.43,1690,1093,0,13,642.3
11/18/02,459.789,411.33,1576,1215,0,20,583.6
11/19/02,459.789,411.33,1496,1509,0,13,583.6
11/20/02,458.203,411.12,1942,1155,0,13,583.6
11/21/02,457.372,411.01,1793,1389,0,15,583.6
11/22/02,456.323,410.87,1778,1262,0,13,583.6
11/23/02,455.875,410.81,1459,1251,0,18,583.6
11/24/02,453.406,410.48,2391,1156,0,10,583.6
11/25/02,452.209,410.32,2026,1431,0,8,577
11/26/02,451.984,410.29,2119,2029,0,23,577
11/27/02,451.087,410.17,2060,1621,0,13,577
11/28/02,449.667,409.98,1972,1273,0,17,577
11/29/02,447.816,409.73,1853,930,0,10,577
11/30/02,446.483,409.55,1943,1286,0,15,577
12/01/02,444.78,409.32,1945,1098,0,12,577
12/02/02,443.596,409.16,1952,1357,0,2,572.8
12/03/02,442.707,409.04,1920,1482,0,10,572.8
12/04/02,441.752,408.91,1915,1449,0,15,572.8
12/05/02,440.654,408.76,2057,1513,0,10,572.8
12/06/02,439.775,408.64,2099,1666,0,10,572.8
12/07/02,437.798,408.37,2252,1272,0,17,572.8
12/08/02,435.382,408.04,2049,838,0,7,572.8
12/09/02,434.944,407.98,2036,1830,0,15,573.7
12/10/02,434.365,407.9,1929,1642,0.19,5,573.7
12/11/02,433.423,407.77,1966,1491,0.08,0,573.7
12/12/02,432.12,407.59,2022,1372,0,7,573.7
12/13/02,434.003,407.85,1798,2764,0.36,17,573.7
12/14/02,444.484,409.28,1889,7173,1.2,0,573.7
12/15/02,452.508,410.36,1775,5820,0.67,0,573.7
12/16/02,468.21,412.44,1571,9495,1.43,8,576.9
12/17/02,478.339,413.76,1626,6746,0.1,13,576.9
12/18/02,484.078,414.5,1673,4566,0.1,0,576.9
12/19/02,489.774,415.23,1668,4540,0.1,0,573.9
12/20/02,494.722,415.86,1691,4186,0.68,0,573.9
12/21/02,500.262,416.56,1720,4513,0.46,0,573.9
12/22/02,503.196,416.93,1491,2970,0.48,0,573.9
12/23/02,505.672,417.24,1672,2942,0,22,574.5
12/24/02,506.953,417.4,1711,2365,0,8,574.5
12/25/02,507.273,417.44,1646,1812,0,5,574.5
12/26/02,507.033,417.41,1809,1693,0,5,574.5
12/27/02,508.633,417.61,1783,2595,0,5,574.5
12/28/02,513.694,418.24,1767,4322,0.01,3,574.5
12/29/02,524.237,419.54,1629,6944,1.09,0,574.5
12/30/02,530.621,420.32,1598,4817,0.09,0,574.5
12/31/02,537.546,421.16,1645,5136,0.37,0,574.5
01/01/03,541.615,421.65,1664,3729,0,14,570.1
01/02/03,544.024,421.94,1675,2898,0,8,570.1
01/03/03,547.372,422.34,1650,3344,0,6,570.1
01/04/03,549.299,422.57,1724,2702,0,6,570.1
01/05/03,550.975,422.77,1919,2772,0,8,570.1
01/06/03,553.58,423.08,1950,3271,0,8,570.9
01/07/03,557.132,423.5,1761,3558,0,6,570.9
01/08/03,560.853,423.94,1673,3555,0,6,570.9
01/09/03,564.517,424.37,1783,3633,0,3,573.1
01/10/03,568.954,424.89,1993,4236,0.38,6,573.1
01/11/03,573.336,425.4,2132,4341,0.07,0,573.1
01/12/03,576.434,425.76,2318,3883,0,3,573
01/13/03,577.898,425.93,2892,3639,0.1,9,572.3
01/14/03,579.281,426.09,3010,3721,0,14,572.3
01/15/03,580.67,426.25,3008,3722,0,14,572.3
01/16/03,582.058,426.41,3024,3738,0,14,572.3
01/17/03,582.145,426.42,3058,3111,0,9,572.3
01/18/03,581.19,426.31,3057,2585,0,9,572.3
01/19/03,581.19,426.31,3059,3068,0,9,572.3
01/20/03,583.1,426.53,3061,4033,0,9,573.7
01/21/03,585.356,426.79,3056,4193,0.06,0,573.7
01/22/03,588.229,427.12,3013,4461,0.14,0,573.8
01/23/03,592.517,427.61,3745,5916,0.43,9,573.8
01/24/03,597.077,428.13,4298,6597,0.05,0,573.8
01/25/03,598.93,428.34,4205,5139,0.02,0,573.8
01/26/03,598.93,428.34,4258,4276,0,18,573.8
01/27/03,599.548,428.41,4181,4499,0,6,573.8
01/28/03,600.607,428.53,4389,4923,0,0,573.7
01/29/03,601.401,428.62,4302,4708,0,6,573.7
01/30/03,601.754,428.66,4351,4544,0,15,573.7
01/31/03,601.048,428.58,3745,3398,0,9,573.7
02/01/03,599.195,428.37,4093,3168,0,9,573.7
02/02/03,597.43,428.17,4109,3225,0,6,573.7
02/03/03,596.195,428.03,4126,3532,0,29,559.4
02/04/03,594.88,427.88,4257,3609,0,15,559.4
02/05/03,594.967,427.89,4240,4331,0,47,559.4
02/06/03,593.655,427.74,4150,3536,0,47,559.4
02/07/03,591.642,427.51,4269,3292,0,38,559.4
02/08/03,588.492,427.15,4327,2768,0,29,559.4
02/09/03,585.79,426.84,4310,2977,0,29,559.4
02/10/03,582.753,426.49,5413,3914,0,32,553.7
02/11/03,579.021,426.06,5546,3690,0,26,553.7
02/12/03,574.541,425.54,5499,3257,0,17,555.8
02/13/03,570.495,425.07,5530,3501,0.42,11,555.8
02/14/03,566.48,424.6,5493,3480,0.42,11,555.8
02/15/03,560.937,423.95,5460,2676,0,11,555.8
02/16/03,557.977,423.6,5485,4016,0.7,23,555.8
02/17/03,554.172,423.15,5445,3550,0,23,554.4
02/18/03,551.478,422.83,5188,3847,0,17,554.4
02/19/03,548.545,422.48,5160,3698,0,17,554.4
02/20/03,545.192,422.08,4686,3013,0,17,554.4
02/21/03,541.781,421.67,3973,2278,0,25,554.4
02/22/03,539.29,421.37,3616,2382,0,22,554.4
02/23/03,537.38,421.14,3719,2778,0,22,554.4
02/24/03,535.312,420.89,3690,2675,0,28,554.1
02/25/03,534.571,420.8,3730,3356,0.06,0,554.1
02/26/03,532.925,420.6,3421,2613,0,22,554.1
02/27/03,532.431,420.54,3048,2824,0,25,554.1
02/28/03,531.361,420.41,2884,2359,0,14,554.1
03/01/03,530.209,420.27,2757,2201,0,25,554.1
03/02/03,529.057,420.13,2563,2021,0,39,554.1
03/03/03,527.987,420,2628,2117,0,28,561
03/04/03,529.468,420.18,2471,3237,0,19,564.9
03/05/03,530.127,420.26,2267,2621,0,22,564.9
03/06/03,530.291,420.28,2131,2244,0,30,564.9
03/07/03,532.514,420.55,2027,3176,0,28,564.9
03/08/03,533.09,420.62,2268,2586,0,28,564.9
03/09/03,531.773,420.46,2294,1660,0,30,564.9
03/10/03,531.855,420.47,2280,2351,0,30,584.2
03/11/03,532.02,420.49,2314,2425,0,28,584.2
03/12/03,532.267,420.52,2174,2321,0,22,584.2
03/13/03,534.324,420.77,2142,3207,0,28,584.2
03/14/03,537.131,421.11,2192,3643,0.08,36,584.2
03/15/03,545.528,422.12,2176,6471,1.24,62,584.2
03/16/03,551.897,422.88,2047,5306,0.09,48,584.2
03/17/03,555.948,423.36,1997,4048,0.04,9,612.8
03/18/03,558.569,423.67,2173,3534,0,40,612.8
03/19/03,560.599,423.91,2298,3367,0,46,612.8
03/20/03,564.603,424.38,2195,4248,0.39,34,612.8
03/21/03,567.333,424.7,2226,3636,0,34,612.8
03/22/03,568.784,424.87,2262,3034,0,40,612.8
03/23/03,573.766,425.45,2180,4724,0.17,32,612.8
03/24/03,580.149,426.19,2262,5494,0.06,14,636.6
03/25/03,587.092,426.99,1921,5424,0,3,686.5
03/26/03,594.18,427.8,1931,5533,0,29,688.9
03/27/03,602.724,428.77,1965,6297,0,24,691.3
03/28/03,610.092,429.6,1988,5771,0,68,693.7
03/29/03,613.919,430.03,2178,4172,0,65,696
03/30/03,616.25,430.29,2079,3308,0,54,698.4
03/31/03,619.747,430.68,2182,3993,0,48,700.8
04/01/03,624.333,431.19,2076,4442,0,54,703.2
04/02/03,629.302,431.74,2242,4768,0.09,21,705.6
04/03/03,633.381,432.19,2068,4139,0.03,15,708
04/04/03,637.568,432.65,2080,4227,0.32,36,710.3
04/05/03,640.937,433.02,2009,3717,0.04,9,712.7
04/06/03,643.964,433.35,1875,3444,0,43,715.1
04/07/03,648.274,433.82,2210,4423,0,40,717.5
04/08/03,652.512,434.28,1909,4083,0,37,719.9
04/09/03,657.317,434.8,2072,4543,0,49,722.2
04/10/03,661.864,435.29,2153,4491,0,46,722.2
04/11/03,666.238,435.76,2093,4345,0,47,727
04/12/03,673.159,436.5,2163,5696,0,44,729.4
04/13/03,695.363,438.85,1742,12968,1.27,32,725.3
04/14/03,711.659,440.55,1837,10079,0.89,26,730.1
04/15/03,720.553,441.47,1821,6347,0,42,736.5
04/16/03,727.546,442.19,1970,5535,0,39,738.9
04/17/03,734.377,442.89,1976,5453,0,33,741.3
04/18/03,739.967,443.46,2093,4914,0.61,3,743.7
04/19/03,744.681,443.94,2056,4482,0,49,746
04/20/03,749.717,444.45,1944,4532,0,49,748.4
04/21/03,756.247,445.11,2089,5430,0,49,751.6
04/22/03,762.015,445.69,2085,5026,0.28,33,757.3
04/23/03,767.801,446.27,2013,4957,0,27,762.9
04/24/03,775.814,447.07,2150,6237,0.05,47,768.5
04/25/03,787.012,448.18,2060,7723,0.6,17,774.2
04/26/03,797.88,449.25,2718,8217,0.27,20,779.8
04/27/03,806.767,450.12,2524,7052,0,48,785.5
04/28/03,818.698,451.28,2534,8614,0.84,65,791.1
04/29/03,826.968,452.08,4145,8321,0.08,7,796.7
04/30/03,830.606,452.43,5463,7311,0.02,14,802.4
05/01/03,834.035,452.76,5094,6882,0,59,808
05/02/03,837.574,453.1,5117,6953,0,52,813.6
05/03/03,840.919,453.42,5585,7313,0.59,42,819.3
05/04/03,848.558,454.15,5538,9410,0.06,21,824.9
05/05/03,855.077,454.77,5558,8901,0,56,830.5
05/06/03,860.878,455.32,5562,8539,0,52,836.2
05/07/03,865.953,455.8,5108,7734,0,67,841.8
05/08/03,871.044,456.28,5707,8320,0.03,46,847.4
05/09/03,877.209,456.86,5694,8837,0.21,35,853.1
05/10/03,881.582,457.27,5656,7914,0,53,858.7
05/11/03,883.934,457.49,5624,6874,0,64,864.3
05/12/03,887.353,457.81,5640,7439,0,75,870
05/13/03,892.392,458.28,5677,8306,0,89,875.6
05/14/03,898.193,458.82,5660,8671,0,86,881.2
05/15/03,904.231,459.38,5984,9121,0,93,886.9
05/16/03,908.66,459.79,6784,9096,0,79,892.5
05/17/03,911.254,460.03,6589,7969,0,72,898.1
05/18/03,913.86,460.27,6352,7774,0,108,903.8
05/19/03,915.706,460.44,6690,7715,0,94,909.4
05/20/03,917.226,460.58,6941,7808,0,101,915
05/21/03,919.723,460.81,6413,7766,0,94,920.7
05/22/03,921.895,461.01,6885,8081,0,101,926.3
05/23/03,926.698,461.45,6194,8713,0,98,931.9
05/24/03,933.031,462.03,5261,8588,0,134,937.6
05/25/03,938.958,462.57,5176,8269,0,105,943.2
05/26/03,943.019,462.94,5141,7261,0,73,948.8
05/27/03,947.318,463.33,5380,7642,0,95,954.5
05/28/03,952.615,463.81,5386,8152,0,95,960.1
05/29/03,955.377,464.06,5881,7394,0,121,965.7
05/30/03,958.039,464.3,5894,7339,0,103,971.4
05/31/03,962.364,464.69,5909,8159,0,70,977
06/01/03,965.803,465,5906,7710,0,70,977
06/02/03,966.918,465.1,6704,7395,0,129,977
06/03/03,965.915,465.01,7331,6954,0,129,977
06/04/03,965.137,464.94,7449,7186,0,129,977
06/05/03,964.472,464.88,6989,6783,0,129,977
06/06/03,963.585,464.8,6723,6379,0,103,977
06/07/03,963.474,464.79,6110,6157,0,103,977
06/08/03,964.139,464.85,5885,6319,0,99,977
06/09/03,963.917,464.83,5818,5805,0,99,977
06/10/03,963.363,464.78,5708,5547,0,118,977
06/11/03,964.805,464.91,4952,5767,0,88,977
06/12/03,962.032,464.66,5222,3949,0,125,977
06/13/03,959.591,464.44,4821,3678,0,88,977
06/14/03,958.15,464.31,4281,3661,0,106,977
06/15/03,955.82,464.1,4421,3352,0,106,977
06/16/03,953.277,463.87,4521,3356,0,117,977
06/17/03,952.284,463.78,4057,3695,0,139,977
06/18/03,950.959,463.66,3482,2946,0,132,977
06/19/03,949.194,463.5,3569,2789,0,110,977
06/20/03,946.546,463.26,3518,2296,0,113,977
06/21/03,943.019,462.94,3478,1817,0,117,977
06/22/03,939.946,462.66,3484,2037,0,102,977
06/23/03,936.214,462.32,3740,1974,0,116,977
06/24/03,933.47,462.07,3556,2278,0,105,977
06/25/03,931.065,461.85,3318,2210,0,105,977
06/26/03,929.755,461.73,2887,2372,0,145,977
06/27/03,929.973,461.75,2923,3181,0,148,977
06/28/03,928.445,461.61,2948,2319,0,141,977
06/29/03,925.607,461.35,3004,1714,0,141,977
